samples,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative
ERR414267,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,8068,0.000391869551930098
ERR414274,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,17781,0.00162609685633163
ERR414277,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,1349,5.5731648929281e-05
ERR414278,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,1656,0.00016429345628886298
ERR414279,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,3557,0.00036530500091968145
ERR414282,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,240346,0.019986963974966476
ERR414283,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,519,2.2679609396822e-05
ERR414288,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,2274,0.00012475763059693515
ERR414294,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,1979,0.00014848374759473547
ERR414295,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,219990,0.01718330356841573
