strain,species,genus,family,order,class,phylum,kingdom,id,genbank,intercept,slope,rate,rsquared,pval
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414234,CP002544,1.19613582674492,2.01499946516324e-05,2.0299892796295,0.638701568080259,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414234,FP929062,0.742578716783172,4.49620030812869e-05,3.651965021432,0.670403282005703,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414234,CP012801,1.84484254535198,1.03442481367292e-05,1.79734753133047,0.898779791765272,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414234,FP929044,1.5891222440006,3.08104137910568e-05,2.06581252572998,0.781538550648148,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414234,CP000139,2.66823433353162,5.20587425761779e-05,8.58731712736098,0.987217724279127,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414234,FP929049,2.5896817532353,2.41336210686483e-05,2.22555295713887,0.588569931894023,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414234,CP001107,3.40105648352384,3.3561406666004e-05,2.52496626228906,0.83939078163822,0
Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,ERR414234,CP031477,2.4009975068678,5.59998964104273e-05,2.61903575865298,0.944785795775105,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414235,CP030777,1.73442918026067,6.49382599565243e-05,4.68102686241075,0.981898824078399,0
Acidaminococcus fermentans DSM 20731,Acidaminococcus fermentans,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,ERR414235,CP001859,1.01815168812135,9.66010145472065e-05,6.05295335113624,0.938134929517631,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414235,AP018532,0.849426052195701,5.98802046331121e-05,4.90697545900722,0.8712325211842,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414235,FP929032,1.61491448919549,2.75248386037835e-05,2.29031718302068,0.591332544959901,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414235,CP001104,2.23007068864514,5.32555641661984e-05,2.49301467783345,0.921672817322948,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414235,CP012098,1.07848383756682,3.18828679771787e-05,2.24622483288895,0.893322954076892,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414235,CP022412,1.57928910256111,1.17242563352708e-05,1.53531044619442,0.980550444303668,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414235,AP009256,1.76027236172421,4.64764643593937e-05,2.17492358624019,0.94907916735951,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414235,FP929053,0.91634945341698,3.34951416458478e-05,2.58602820714654,0.924592923091002,0
Enterococcus phage EF62phi,Enterococcus phage EF62phi,"",Podoviridae,Caudovirales,"","",Viruses,ERR414235,CP002495,1.04737881051234,0.000914932071589196,1.25126915164401,0.960342886700146,2.9318445188254e-151
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414235,AE014295,1.19335547102385,4.00734818392212e-05,2.06160878402067,0.968387700789646,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414235,FP929039,1.63194757733289,1.93286249251509e-05,1.62077813655661,0.966325368598129,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414235,CP002544,1.51532166207494,1.39440585409231e-05,1.63226125917912,0.525265703236856,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414235,FP929044,1.74403613080139,2.62585432947154e-05,1.85583768716554,0.902807394650466,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414235,CP000139,0.844333021578947,5.28417385588752e-05,8.8695850254522,0.96613068418865,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414235,CP001107,2.68877408669368,4.15370651862881e-05,3.14665481483784,0.848631671761492,0
Candidatus Melainabacteria bacterium MEL.A1,Melainabacteria bacterium MEL.A1,"","","","",Candidatus Melainabacteria,Bacteria,ERR414239,CP017245,1.66772343772326,2.07238238966722e-05,1.36287059267105,0.989725027017194,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414239,CP030777,1.00547210483686,8.32819142173009e-05,7.23932390703558,0.94574989440597,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414239,CP001104,1.20133338843308,4.94108203657599e-05,2.3339072670497,0.923687727017231,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414239,CP012098,0.922939064158522,3.15809422951893e-05,2.22907673003776,0.905064420694684,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414239,CP022412,0.800263889443609,1.44560568172361e-05,1.69660481377203,0.746855325007112,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414239,CP001071,1.98001693851003,1.46711758340723e-05,1.36709325009135,0.989827105837878,0
Desulfovibrio piger,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR414239,LT630450,0.953294841117153,5.34992919328605e-05,3.32559164326885,0.929397389391346,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414239,FP929055,1.43212054153949,3.76271347050417e-05,2.73443222735088,0.825575079173846,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414239,CP002544,1.70232749025011,1.68214723108874e-05,1.80592494251144,0.604382515831532,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414239,CP012801,1.26024383646727,9.5208667743872e-06,1.71539389181127,0.790715531038778,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414239,AP006841,2.12798714422814,9.03623397166402e-06,1.4644675448869,0.954590795520287,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414240,CP030777,2.64452204890121,5.25586651615249e-05,3.48778516736355,0.937477346028135,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR414240,CP024160,0.817169389291114,6.17643799525529e-05,3.12556346115514,0.948375682506769,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414240,CP001104,2.31635083904842,6.1064674623944e-05,2.85035162488972,0.953685509079552,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414240,AP009256,2.07752426178369,4.4619933057927e-05,2.10845624203234,0.930118319491817,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414240,HF545616,1.12292567416813,2.25446021537986e-05,1.70815144001591,0.71376096398374,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414240,AE014295,0.916148200075652,3.87699737476407e-05,2.0136582768455,0.964092024171924,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414240,CP002544,1.9365716088681,1.16609213590036e-05,1.50642825483343,0.881368273642819,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414240,CP012801,2.72825070808785,1.09042128037134e-05,1.85530811447615,0.646370301155373,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414240,FP929044,1.28175480803337,2.42515082604093e-05,1.7701681047591,0.915684821169683,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414240,CP000139,1.94133533372955,5.23161105167142e-05,8.67909226026325,0.98359037701103,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414240,AP018536,0.756745074423477,3.58065991395011e-05,3.21674291298953,0.720913483657735,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414240,FP929049,1.30024560663706,2.72445551156084e-05,2.46731313146177,0.629866311237331,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414240,CP001107,3.54879146448367,2.30511659965021e-05,1.88922384210314,0.766375380702333,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414241,CP030777,2.9953418156462,4.44340931572371e-05,2.87529121201214,0.982835522554951,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414241,CP001104,3.63777288750012,6.23525723824325e-05,2.91402029987722,0.903624492075955,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414241,CP012098,1.78803509055093,3.03004443104891e-05,2.15779286493048,0.96189829539645,0
Klebsiella phage 3 LV-2017,Klebsiella phage 3 LV-2017,P2virus,Myoviridae,Caudovirales,"","",Viruses,ERR414241,KY271397,1.25718424809696,0.0050366590484526,4.11772650803368,0.941968698119349,7.00760045180162e-122
Desulfovibrio piger,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR414241,LT630450,1.16091238900192,2.40703967477834e-05,1.71711435504063,0.985690721500215,0
Klebsiella sp. M5al,Klebsiella sp. M5al,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,ERR414241,CP020657,1.91318219933758,2.04721615975009e-05,2.58552548651476,0.987164435262489,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414241,CP002544,0.993297478419854,1.73743368844963e-05,1.84135083081259,0.483114939602017,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414241,CP000139,1.20768125330108,5.39013663978739e-05,9.2664091221098,0.989576919718785,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414241,AP018536,1.80112061351293,1.9946693192157e-05,1.91719005082521,0.80363735355959,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414241,CP001107,1.1250896088608,4.34331277957251e-05,3.31569568353301,0.707621171341592,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414242,CP030777,1.64718660602403,4.76286061514539e-05,3.10211562876937,0.95192030163331,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414242,FP929032,1.28711695204232,2.40554003801802e-05,2.06315412249563,0.718878650551639,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414242,CP011531,1.68176647811444,5.06014823083064e-05,8.58230712381763,0.995250225466299,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414242,CP001104,1.63392074540259,6.2069423769035e-05,2.89990165952913,0.931462474098902,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414242,AP009256,1.50940947492581,4.06966706259472e-05,1.97460215888936,0.965678819137974,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414242,CP001071,1.21755767015487,1.7278993884994e-05,1.4452281475378,0.993523318344163,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414242,CP003040,0.856604139942995,2.39236127166598e-05,1.98872326734011,0.581286615210754,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414242,AP018536,2.76732694476274,2.0283874409145e-05,1.93839986712311,0.869744730000899,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414244,CP030777,1.20121565805633,7.03995567428352e-05,5.32987115436493,0.960952316402503,0
Escherichia virus P1,Escherichia virus P1,P1virus,Myoviridae,Caudovirales,"","",Viruses,ERR414244,AF234172,1.33541017660647,0.00517026015867147,50.8763266758997,0.987657393745958,0
Salmonella phage SJ46,Salmonella phage SJ46,P1virus,Myoviridae,Caudovirales,"","",Viruses,ERR414244,KU760857,1.34819978678412,0.00403036555260524,28.1386106463064,0.958918143021315,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414244,CP001071,1.90366135834203,2.22557642460352e-05,1.60694860353086,0.963240326793042,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414244,CP002544,0.714041352742373,2.3453354124306e-05,2.27983701832351,0.474858296069602,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414244,FP929044,1.86479073636985,2.52231495154966e-05,1.81113681877412,0.926793867984316,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414244,AP018536,1.59591002406528,2.47730791467389e-05,2.24419206072894,0.922078301088493,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414244,CP001107,1.2246103167853,2.67710510453375e-05,2.09347940063112,0.610099149998155,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414246,CP030777,2.81758447176077,4.75276214722618e-05,3.09467853482927,0.94855220287489,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414246,CP011531,2.9109307943372,4.84885022540329e-05,7.84547585347965,0.989070801862531,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414246,CP003274,1.29593178511736,2.37517154653429e-05,2.03309395353627,0.90137199874653,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414246,CP022412,2.22884468159698,1.17771326699219e-05,1.53828196645196,0.974603311826443,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414246,HF545616,1.11496016811695,2.67959179849211e-05,1.88962095533223,0.537844977329654,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414246,CP001071,3.26896389664956,1.19930803924396e-05,1.29124713465791,0.988886534485322,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414246,CP003040,1.6952781602523,1.90482284409885e-05,1.72873329467133,0.622968136654153,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414246,CP002544,1.9180984968553,1.56969448315663e-05,1.73595769637138,0.442965930905432,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414246,CP012801,1.30684335942189,2.34234928764169e-05,3.7721441363964,0.92574638052337,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414246,CP000139,1.17310074725941,5.87756681361436e-05,11.3331150148102,0.938903157976438,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414246,AP018536,2.72641243542651,2.03464167750724e-05,1.94235971016172,0.829980347376399,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414246,CP001107,2.7945114888603,3.73577988871458e-05,2.80386979792338,0.841344597349702,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414250,CP030777,1.19030599688429,9.23331317679178e-05,8.97700411341574,0.959558691681683,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414250,FP929032,1.62947241174191,2.27953890525988e-05,1.98635396173033,0.58702713215362,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414250,AE015928,1.33594784949318,1.34712058741635e-05,1.96340145197302,0.571797784290845,0
