samples,kingdom,phylum,class,order,family,genus,species,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative,taxa_id
ERR260172,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,6019,0.000278834041027008,47678.0
ERR260173,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,219348,0.0130367841553041,47678.0
ERR260174,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,34389,0.0032330099633941897,47678.0
ERR260177,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,1484,9.428028091711841e-05,47678.0
ERR260180,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,2828,0.000455237720855892,47678.0
ERR260181,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,15204,0.0008987778890708039,47678.0
ERR260182,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,444577,0.0374271234067078,47678.0
ERR260185,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,86556,0.007761499337022909,47678.0
ERR260186,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,120692,0.0128830561531398,47678.0
ERR260189,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,5490,0.000655323169816077,47678.0
ERR260194,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,112160,0.00857798945724102,47678.0
ERR260195,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,54453,0.008787850227777571,47678.0
ERR260198,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,3413,0.000290625171103121,47678.0
ERR260199,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,1610,0.00022171483341091097,47678.0
ERR260200,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,36258,0.00418401350959318,47678.0
ERR260203,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,57558,0.0064869463138078,47678.0
ERR260204,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,810777,0.114545711929989,47678.0
ERR260206,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,109122,0.0297287762032483,47678.0
ERR260218,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,52934,0.0168806700478606,47678.0
ERR260223,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,44124,0.00827177555600714,47678.0
ERR260227,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,15099,0.00167580745139975,47678.0
ERR260230,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,77725,0.0148047139656881,47678.0
ERR260231,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,28695,0.00536261018860428,47678.0
ERR260235,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,4825,0.0010184743865829,47678.0
ERR260238,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,2782,0.00019529416868600501,47678.0
ERR260244,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,892,0.00015000702947739,47678.0
ERR260245,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,58257,0.0112937342136929,47678.0
ERR260246,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,23974,0.00314453199804618,47678.0
ERR260250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,851258,0.107226136000637,47678.0
ERR260251,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,36237,0.0058369312467261205,47678.0
ERR260252,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,36092,0.00645350825919243,47678.0
ERR260258,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,28964,0.0037589223142212,47678.0
ERR260261,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,469523,0.0315479056509173,47678.0
ERR260270,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,3848,0.0014353597594205698,47678.0
ERR260275,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,2982,0.00122897664820729,47678.0
ERR260276,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,174607,0.0450215416604032,47678.0
ERR275251,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,1367,0.000216759213495457,47678.0
ERR321108,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,8420,0.00128438866760387,47678.0
ERR321144,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,80670,0.0143209682799518,47678.0
ERR321148,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,13754,0.0029240232297637198,47678.0
ERR321150,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,220105,0.0460684573026683,47678.0
ERR321168,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,45263,0.0521431295093733,47678.0
ERR321172,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,99315,0.0500488570376056,47678.0
ERR321182,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,2614,0.00043233273279769704,47678.0
ERR321188,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,16705,0.00474357707453763,47678.0
ERR321190,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,48207,0.007378632989883859,47678.0
ERR321202,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,2975,0.0011430152165101302,47678.0
ERR321204,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,73357,0.0337692612579933,47678.0
ERR321208,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,160372,0.0346427212849941,47678.0
ERR321221,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,88700,0.0165573421639158,47678.0
ERR321229,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,72423,0.0185887174085291,47678.0
ERR321239,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,43021,0.00871861260955264,47678.0
ERR321243,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,24566,0.00868808685964881,47678.0
ERR321247,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,4106,0.000584214041455009,47678.0
ERR321251,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,550039,0.11590260657015801,47678.0
ERR321252,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,24614,0.00182698549768097,47678.0
ERR321292,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,423,0.00123228050549719,47678.0
ERR321316,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,1447,0.0013155047738186401,47678.0
ERR321358,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,77243,0.0251209982444604,47678.0
ERR321376,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,4863,0.0014038788974744,47678.0
ERR321393,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,7908,0.000650291619773799,47678.0
ERR321397,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,18351,0.0315382976090633,47678.0
ERR321428,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,60510,0.0217019010234073,47678.0
ERR321432,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,11983,0.007904791558371309,47678.0
ERR321441,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,4289,0.00668347534484801,47678.0
ERR321453,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,25581,0.0203582854505229,47678.0
ERR321480,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,504719,0.0612108993261112,47678.0
ERR321487,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,11853,0.00133523290199517,47678.0
ERR321493,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,80669,0.0067833435276749895,47678.0
ERR321509,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,54486,0.0404533123070549,47678.0
ERR321515,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,12491,0.00659160194766508,47678.0
ERR321519,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,2644,0.0008905862273736699,47678.0
ERR321528,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,1371,0.00105253056445886,47678.0
ERR321537,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,3015,0.0020963165319763,47678.0
ERR321548,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,271874,0.0207416707056649,47678.0
ERR321553,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,103602,0.0110324020504537,47678.0
ERR321560,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,285454,0.0148979778124752,47678.0
ERR321562,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,32490,0.0009966370172522188,47678.0
ERR321567,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,42172,0.00162867374121984,47678.0
ERR321568,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,16069,0.000970672099063766,47678.0
ERR321578,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,265964,0.0182890354425531,47678.0
ERR321584,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,3311,0.000320182017336246,47678.0
ERR321587,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,12663,0.00155821776213202,47678.0
ERR321589,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,155394,0.0119632450900877,47678.0
ERR321590,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,558961,0.0240351265849455,47678.0
ERR321592,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,45735,0.0024820075482117803,47678.0
ERR321602,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,257950,0.0213513045734006,47678.0
ERR321606,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,219722,0.00962905300580652,47678.0
ERR321608,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,29543,0.0013893517893001,47678.0
ERR321612,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,125302,0.0119085578016298,47678.0
ERR321614,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,255090,0.0122765003412385,47678.0
