compartments,abundance,growth_rate,reactions,metabolites,tradeoff,sample
Parabacteroides,0.031139855705831644,1.2329606144904785e-09,2870,1747,0.7000000000000001,ERR321608
Roseburia,0.09755999764207614,2.3854597620508875e-10,2357,1567,0.7000000000000001,ERR321608
Ruminococcus,0.07566146796320561,2.4439912424908413e-10,2983,1793,0.7000000000000001,ERR321608
medium,,,760,760,0.7000000000000001,ERR321608
Alistipes,0.07095854692044072,0.10381533881081463,2650,1613,0.6,ERR321608
Anaerostipes,0.013231902709906842,0.019358830229320913,2034,1491,0.6,ERR321608
Bacteroides,0.35486867890133916,0.5191878037292764,3307,1887,0.6,ERR321608
Bifidobacterium,0.012404594600174809,0.018148443664624845,3108,1734,0.6,ERR321608
Blautia,0.012696761714737293,0.018575896443978227,3108,1818,0.6,ERR321608
Coprococcus,0.007490777016705651,0.010959321859939699,2188,1591,0.6,ERR321608
Eubacterium,0.21738926959119045,0.31804964523866447,2482,1761,0.6,ERR321608
Faecalibacterium,0.08148829281823669,0.11922079995810408,1986,1472,0.6,ERR321608
Flavonifractor,0.0017388192367089248,0.0067282839261652615,1207,1105,0.6,ERR321608
Lachnoclostridium,0.00456970432891482,0.006685669651069919,3174,1970,0.6,ERR321608
Odoribacter,0.018801330850531265,0.027507137866948788,2526,1594,0.6,ERR321608
Parabacteroides,0.031139855705831644,0.045558918707710075,2870,1747,0.6,ERR321608
Roseburia,0.09755999764207614,0.14273438012395442,2357,1567,0.6,ERR321608
Ruminococcus,0.07566146796320561,0.11069591010762729,2983,1793,0.6,ERR321608
medium,,,760,760,0.6,ERR321608
Alistipes,0.07095854692044072,0.08651239281228261,2650,1613,0.5,ERR321608
Anaerostipes,0.013231902709906842,0.016132285885672726,2034,1491,0.5,ERR321608
Bacteroides,0.35486867890133916,0.4326545550549848,3307,1887,0.5,ERR321608
Bifidobacterium,0.012404594600174809,0.0151236349578798,3108,1734,0.5,ERR321608
Blautia,0.012696761714737293,0.015479844001971431,3108,1818,0.5,ERR321608
Coprococcus,0.007490777016705651,0.009132727091651076,2188,1591,0.5,ERR321608
Eubacterium,0.21738926959119045,0.2650401776769703,2482,1761,0.5,ERR321608
Faecalibacterium,0.08148829281823669,0.09935021929970914,1986,1472,0.5,ERR321608
Flavonifractor,0.0017388192367089248,0.006244615970466277,1207,1105,0.5,ERR321608
Lachnoclostridium,0.00456970432891482,0.005571366287419422,3174,1970,0.5,ERR321608
Odoribacter,0.018801330850531265,0.02292251167242296,2526,1594,0.5,ERR321608
Parabacteroides,0.031139855705831644,0.03796559464500101,2870,1747,0.5,ERR321608
Roseburia,0.09755999764207614,0.11894478121218299,2357,1567,0.5,ERR321608
Ruminococcus,0.07566146796320561,0.09224617641070412,2983,1793,0.5,ERR321608
medium,,,760,760,0.5,ERR321608
Alistipes,0.07095854692044072,0.06920724906093435,2650,1613,0.4,ERR321608
Anaerostipes,0.013231902709906842,0.012905331720985978,2034,1491,0.4,ERR321608
Bacteroides,0.35486867890133916,0.3461103152491002,3307,1887,0.4,ERR321608
Bifidobacterium,0.012404594600174809,0.012098442052258206,3108,1734,0.4,ERR321608
Blautia,0.012696761714737293,0.012383398314323377,3108,1818,0.4,ERR321608
Coprococcus,0.007490777016705651,0.0073059003220686,2188,1591,0.4,ERR321608
Eubacterium,0.21738926959119045,0.2120239770456133,2482,1761,0.4,ERR321608
Faecalibacterium,0.08148829281823669,0.07947711475693156,1986,1472,0.4,ERR321608
Flavonifractor,0.0017388192367089248,0.009359006807867195,1207,1105,0.4,ERR321608
Lachnoclostridium,0.00456970432891482,0.004456921393694037,3174,1970,0.4,ERR321608
Odoribacter,0.018801330850531265,0.0183373031642175,2526,1594,0.4,ERR321608
Parabacteroides,0.031139855705831644,0.0303713061090083,2870,1747,0.4,ERR321608
Roseburia,0.09755999764207614,0.09515216063681733,2357,1567,0.4,ERR321608
Ruminococcus,0.07566146796320561,0.07379409929953828,2983,1793,0.4,ERR321608
medium,,,760,760,0.4,ERR321608
Alistipes,0.07095854692044072,0.051904181674784985,2650,1613,0.30000000000000004,ERR321608
Anaerostipes,0.013231902709906842,0.009678764889987042,2034,1491,0.30000000000000004,ERR321608
Bacteroides,0.35486867890133916,0.259621354530654,3307,1887,0.30000000000000004,ERR321608
Bifidobacterium,0.012404594600174809,0.009074069684671759,3108,1734,0.30000000000000004,ERR321608
Blautia,0.012696761714737293,0.009287002762965369,3108,1818,0.30000000000000004,ERR321608
Coprococcus,0.007490777016705651,0.005479633590635338,2188,1591,0.30000000000000004,ERR321608
Eubacterium,0.21738926959119045,0.15898701200847037,2482,1761,0.30000000000000004,ERR321608
Faecalibacterium,0.08148829281823669,0.05959657545406416,1986,1472,0.30000000000000004,ERR321608
Flavonifractor,0.0017388192367089248,0.00478999914954992,1207,1105,0.30000000000000004,ERR321608
Lachnoclostridium,0.00456970432891482,0.0033429240514421922,3174,1970,0.30000000000000004,ERR321608
Odoribacter,0.018801330850531265,0.013753680982520767,2526,1594,0.30000000000000004,ERR321608
Parabacteroides,0.031139855705831644,0.022777274102119414,2870,1747,0.30000000000000004,ERR321608
Roseburia,0.09755999764207614,0.07135103433669805,2357,1567,0.30000000000000004,ERR321608
Ruminococcus,0.07566146796320561,0.05533522312841352,2983,1793,0.30000000000000004,ERR321608
medium,,,760,760,0.30000000000000004,ERR321608
Alistipes,0.07095854692044072,0.027786629251566667,2650,1613,0.2,ERR321608
Anaerostipes,0.013231902709906842,0.00471159474335935,2034,1491,0.2,ERR321608
Bacteroides,0.35486867890133916,0.25849935091067294,3307,1887,0.2,ERR321608
Bifidobacterium,0.012404594600174809,0.004915697896667358,3108,1734,0.2,ERR321608
Blautia,0.012696761714737293,0.003320051278756031,3108,1818,0.2,ERR321608
Coprococcus,0.007490777016705651,0.002614940044507333,2188,1591,0.2,ERR321608
Eubacterium,0.21738926959119045,0.007146477172484161,2482,1761,0.2,ERR321608
Faecalibacterium,0.08148829281823669,0.008177405505939728,1986,1472,0.2,ERR321608
Flavonifractor,0.0017388192367089248,0.0027071296940331105,1207,1105,0.2,ERR321608
Lachnoclostridium,0.00456970432891482,0.0012479601752972773,3174,1970,0.2,ERR321608
Odoribacter,0.018801330850531265,0.008973493238436433,2526,1594,0.2,ERR321608
Parabacteroides,0.031139855705831644,0.010053127528722419,2870,1747,0.2,ERR321608
Roseburia,0.09755999764207614,0.01087699906312079,2357,1567,0.2,ERR321608
Ruminococcus,0.07566146796320561,0.011250234342600533,2983,1793,0.2,ERR321608
medium,,,760,760,0.2,ERR321608
Alistipes,0.07095854692044072,0.016233250867404226,2650,1613,0.1,ERR321608
Anaerostipes,0.013231902709906842,0.0028368089774903783,2034,1491,0.1,ERR321608
Bacteroides,0.35486867890133916,0.09640433870140327,3307,1887,0.1,ERR321608
Bifidobacterium,0.012404594600174809,0.0027680344993900683,3108,1734,0.1,ERR321608
Blautia,0.012696761714737293,0.0026215327516355947,3108,1818,0.1,ERR321608
Coprococcus,0.007490777016705651,0.0016274417780718618,2188,1591,0.1,ERR321608
Eubacterium,0.21738926959119045,0.04266636823229673,2482,1761,0.1,ERR321608
Faecalibacterium,0.08148829281823669,0.015384041348536786,1986,1472,0.1,ERR321608
Flavonifractor,0.0017388192367089248,0.002583621243001742,1207,1105,0.1,ERR321608
Lachnoclostridium,0.00456970432891482,0.0009590897399368463,3174,1970,0.1,ERR321608
Odoribacter,0.018801330850531265,0.004443833714690882,2526,1594,0.1,ERR321608
Parabacteroides,0.031139855705831644,0.0066598587453900494,2870,1747,0.1,ERR321608
Roseburia,0.09755999764207614,0.018890802480264406,2357,1567,0.1,ERR321608
Ruminococcus,0.07566146796320561,0.014611595553484078,2983,1793,0.1,ERR321608
medium,,,760,760,0.1,ERR321608
Alistipes,0.024692849766665758,19.947993335463423,2650,1613,,ERR414332
Anaerostipes,0.006813783830436718,0.0,2034,1491,,ERR414332
Bacteroides,0.3715067749200264,0.0,3307,1887,,ERR414332
Blautia,0.016208427085951594,0.0,3108,1818,,ERR414332
Citrobacter,0.0020432266446202907,-5.7980287238024175e-12,2822,1886,,ERR414332
Clostridium,0.0024203569615167584,0.0,3532,2001,,ERR414332
Collinsella,0.0017690601722726443,0.0,2629,1587,,ERR414332
Coprococcus,0.048389675754740125,-1.0764722446765518e-12,2188,1591,,ERR414332
Eubacterium,0.22605802921144838,1.0498357435544383e-13,2482,1761,,ERR414332
Faecalibacterium,0.08263948824950361,6.252776074688882e-13,1986,1472,,ERR414332
Flavonifractor,0.0020436304244028348,0.0,1207,1105,,ERR414332
Lachnoclostridium,0.007636989862099109,0.0,3174,1970,,ERR414332
Odoribacter,0.03310459208652193,-2.9371700364047013e-10,2526,1594,,ERR414332
Parabacteroides,0.12038290436778686,0.0,2870,1747,,ERR414332
Prevotella,0.02719981749153829,0.0,2861,1722,,ERR414332
Roseburia,0.01618490691361838,-2.2737367544323206e-13,2357,1567,,ERR414332
Ruminococcus,0.009474086927730486,0.0,2983,1793,,ERR414332
Sutterella,0.0014313993291198914,0.0,1233,1081,,ERR414332
medium,,,787,787,,ERR414332
Alistipes,0.024692849766665758,5.175941051377067,2650,1613,1.0,ERR414332
Anaerostipes,0.006813783830436718,6.404428682098104e-05,2034,1491,1.0,ERR414332
Bacteroides,0.3715067749200264,9.962973769951914e-07,3307,1887,1.0,ERR414332
Blautia,0.016208427085951594,2.1183243870697433e-05,3108,1818,1.0,ERR414332
Citrobacter,0.0020432266446202907,0.039470458764647845,2822,1886,1.0,ERR414332
Clostridium,0.0024203569615167584,0.00011772614821832398,3532,2001,1.0,ERR414332
Collinsella,0.0017690601722726443,0.0001446977832415388,2629,1587,1.0,ERR414332
Coprococcus,0.048389675754740125,1.0235353015663669e-05,2188,1591,1.0,ERR414332
Eubacterium,0.22605802921144838,3.8024662666633486e-12,2482,1761,1.0,ERR414332
Faecalibacterium,0.08263948824950361,4.745364568223577e-06,1986,1472,1.0,ERR414332
Flavonifractor,0.0020436304244028348,6.506486619040017e-05,1207,1105,1.0,ERR414332
Lachnoclostridium,0.007636989862099109,6.0635629336912876e-05,3174,1970,1.0,ERR414332
Odoribacter,0.03310459208652193,6.938440096846853,2526,1594,1.0,ERR414332
Parabacteroides,0.12038290436778686,2.596816835102064e-05,2870,1747,1.0,ERR414332
Prevotella,0.02719981749153829,4.81654985513267,2861,1722,1.0,ERR414332
Roseburia,0.01618490691361838,1.936407917673571e-05,2357,1567,1.0,ERR414332
Ruminococcus,0.009474086927730486,3.365866528122537e-05,2983,1793,1.0,ERR414332
Sutterella,0.0014313993291198914,0.0023198365263742415,1233,1081,1.0,ERR414332
medium,,,787,787,1.0,ERR414332
Alistipes,0.024692849766665758,2.4029826695880674,2650,1613,0.9,ERR414332
Anaerostipes,0.006813783830436718,2.460777905882509e-11,2034,1491,0.9,ERR414332
Bacteroides,0.3715067749200264,5.12413504803102e-12,3307,1887,0.9,ERR414332
Blautia,0.016208427085951594,9.006395389497701e-12,3108,1818,0.9,ERR414332
Citrobacter,0.0020432266446202907,0.08742969863794342,2822,1886,0.9,ERR414332
Clostridium,0.0024203569615167584,7.80260440903781e-11,3532,2001,0.9,ERR414332
Collinsella,0.0017690601722726443,1.0220093659351232e-10,2629,1587,0.9,ERR414332
Coprococcus,0.048389675754740125,3.642755119271647e-12,2188,1591,0.9,ERR414332
Eubacterium,0.22605802921144838,1.41833938645861e-12,2482,1761,0.9,ERR414332
Faecalibacterium,0.08263948824950361,8.017813271237453e-12,1986,1472,0.9,ERR414332
Flavonifractor,0.0020436304244028348,2.585029247373637e-11,1207,1105,0.9,ERR414332
Lachnoclostridium,0.007636989862099109,2.626872637837094e-11,3174,1970,0.9,ERR414332
Odoribacter,0.03310459208652193,3.2213250887352123,2526,1594,0.9,ERR414332
Parabacteroides,0.12038290436778686,1.7753858211848417,2870,1747,0.9,ERR414332
Prevotella,0.02719981749153829,2.3308956622202475,2861,1722,0.9,ERR414332
Roseburia,0.01618490691361838,8.392717832017824e-12,2357,1567,0.9,ERR414332
Ruminococcus,0.009474086927730486,1.501287895951248e-11,2983,1793,0.9,ERR414332
Sutterella,0.0014313993291198914,0.02354506937862454,1233,1081,0.9,ERR414332
medium,,,787,787,0.9,ERR414332
Alistipes,0.024692849766665758,0.497731389685921,2650,1613,0.8,ERR414332
Anaerostipes,0.006813783830436718,1.3147975149222627e-10,2034,1491,0.8,ERR414332
Bacteroides,0.3715067749200264,0.6433731362249693,3307,1887,0.8,ERR414332
Blautia,0.016208427085951594,5.974618937570283e-11,3108,1818,0.8,ERR414332
Citrobacter,0.0020432266446202907,0.02887862336300689,2822,1886,0.8,ERR414332
Clostridium,0.0024203569615167584,2.077736422130556e-10,3532,2001,0.8,ERR414332
Collinsella,0.0017690601722726443,1.058898240281434e-09,2629,1587,0.8,ERR414332
Coprococcus,0.048389675754740125,5.835956800083224e-11,2188,1591,0.8,ERR414332
Eubacterium,0.22605802921144838,3.221138389922104e-11,2482,1761,0.8,ERR414332
Faecalibacterium,0.08263948824950361,1.9226403221815469e-10,1986,1472,0.8,ERR414332
Flavonifractor,0.0020436304244028348,5.2080326715979935e-11,1207,1105,0.8,ERR414332
Lachnoclostridium,0.007636989862099109,9.09796893099915e-11,3174,1970,0.8,ERR414332
Odoribacter,0.03310459208652193,0.6672480725157278,2526,1594,0.8,ERR414332
Parabacteroides,0.12038290436778686,0.8888531553459943,2870,1747,0.8,ERR414332
Prevotella,0.02719981749153829,0.4993699367038237,2861,1722,0.8,ERR414332
Roseburia,0.01618490691361838,8.667560282579789e-11,2357,1567,0.8,ERR414332
Ruminococcus,0.009474086927730486,9.719271256492086e-11,2983,1793,0.8,ERR414332
Sutterella,0.0014313993291198914,0.011792936682746336,1233,1081,0.8,ERR414332
medium,,,787,787,0.8,ERR414332
Alistipes,0.024692849766665758,0.04499041024817828,2650,1613,0.7000000000000001,ERR414332
Anaerostipes,0.006813783830436718,0.011294970228186782,2034,1491,0.7000000000000001,ERR414332
Bacteroides,0.3715067749200264,0.5959032554034278,3307,1887,0.7000000000000001,ERR414332
Blautia,0.016208427085951594,0.02615221284224832,3108,1818,0.7000000000000001,ERR414332
Citrobacter,0.0020432266446202907,0.0035483253044439307,2822,1886,0.7000000000000001,ERR414332
Clostridium,0.0024203569615167584,0.0040004983442952806,3532,2001,0.7000000000000001,ERR414332
Collinsella,0.0017690601722726443,0.0029094474884873143,2629,1587,0.7000000000000001,ERR414332
Coprococcus,0.048389675754740125,0.0762067601150649,2188,1591,0.7000000000000001,ERR414332
Eubacterium,0.22605802921144838,0.3544998975806162,2482,1761,0.7000000000000001,ERR414332
Faecalibacterium,0.08263948824950361,0.12988058044149522,1986,1472,0.7000000000000001,ERR414332
Flavonifractor,0.0020436304244028348,0.006148706738617354,1207,1105,0.7000000000000001,ERR414332
Lachnoclostridium,0.007636989862099109,0.01228418594623776,3174,1970,0.7000000000000001,ERR414332
Odoribacter,0.03310459208652193,0.05532322080195077,2526,1594,0.7000000000000001,ERR414332
Parabacteroides,0.12038290436778686,0.19514656334414868,2870,1747,0.7000000000000001,ERR414332
Prevotella,0.02719981749153829,0.0451774725770922,2861,1722,0.7000000000000001,ERR414332
Roseburia,0.01618490691361838,0.025854223399280545,2357,1567,0.7000000000000001,ERR414332
Ruminococcus,0.009474086927730486,0.015375618370539886,2983,1793,0.7000000000000001,ERR414332
Sutterella,0.0014313993291198914,0.00243356154210823,1233,1081,0.7000000000000001,ERR414332
medium,,,787,787,0.7000000000000001,ERR414332
Alistipes,0.024692849766665758,0.033790304412874866,2650,1613,0.6,ERR414332
Anaerostipes,0.006813783830436718,0.00932414979212787,2034,1491,0.6,ERR414332
Bacteroides,0.3715067749200264,0.5083790300714728,3307,1887,0.6,ERR414332
Blautia,0.016208427085951594,0.02218001123713454,3108,1818,0.6,ERR414332
Citrobacter,0.0020432266446202907,0.0027960017386541927,2822,1886,0.6,ERR414332
Clostridium,0.0024203569615167584,0.003312076153337316,3532,2001,0.6,ERR414332
Collinsella,0.0017690601722726443,0.0024208255870087824,2629,1587,0.6,ERR414332
Coprococcus,0.048389675754740125,0.06621762532340869,2188,1591,0.6,ERR414332
Eubacterium,0.22605802921144838,0.30934338049241356,2482,1761,0.6,ERR414332
Faecalibacterium,0.08263948824950361,0.11308591315134173,1986,1472,0.6,ERR414332
Flavonifractor,0.0020436304244028348,0.007625709874555059,1207,1105,0.6,ERR414332
Lachnoclostridium,0.007636989862099109,0.010450645215054274,3174,1970,0.6,ERR414332
Odoribacter,0.03310459208652193,0.04530113999528742,2526,1594,0.6,ERR414332
Parabacteroides,0.12038290436778686,0.1647349343136725,2870,1747,0.6,ERR414332
Prevotella,0.02719981749153829,0.03722090085224488,2861,1722,0.6,ERR414332
Roseburia,0.01618490691361838,0.02214782567673861,2357,1567,0.6,ERR414332
Ruminococcus,0.009474086927730486,0.01296457414859296,2983,1793,0.6,ERR414332
Sutterella,0.0014313993291198914,0.0019587621676392893,1233,1081,0.6,ERR414332
medium,,,787,787,0.6,ERR414332
Alistipes,0.024692849766665758,0.028158538241920997,2650,1613,0.5,ERR414332
Anaerostipes,0.006813783830436718,0.0077701343037699586,2034,1491,0.5,ERR414332
Bacteroides,0.3715067749200264,0.4236482879577745,3307,1887,0.5,ERR414332
Blautia,0.016208427085951594,0.0184833136731444,3108,1818,0.5,ERR414332
Citrobacter,0.0020432266446202907,0.0023302406125407116,2822,1886,0.5,ERR414332
Clostridium,0.0024203569615167584,0.0027602199959265513,3532,2001,0.5,ERR414332
Collinsella,0.0017690601722726443,0.0020176923116445654,2629,1587,0.5,ERR414332
Coprococcus,0.048389675754740125,0.055181253448196285,2188,1591,0.5,ERR414332
Eubacterium,0.22605802921144838,0.25778560745769213,2482,1761,0.5,ERR414332
Faecalibacterium,0.08263948824950361,0.09423808439165915,1986,1472,0.5,ERR414332
Flavonifractor,0.0020436304244028348,0.006606144689421563,1207,1105,0.5,ERR414332
Lachnoclostridium,0.007636989862099109,0.008708873161135984,3174,1970,0.5,ERR414332
Odoribacter,0.03310459208652193,0.03775088318585959,2526,1594,0.5,ERR414332
Parabacteroides,0.12038290436778686,0.1372788464231964,2870,1747,0.5,ERR414332
Prevotella,0.02719981749153829,0.03101735980361715,2861,1722,0.5,ERR414332
Roseburia,0.01618490691361838,0.018456493347990672,2357,1567,0.5,ERR414332
Ruminococcus,0.009474086927730486,0.0108038052033008,2983,1793,0.5,ERR414332
Sutterella,0.0014313993291198914,0.001632842625715044,1233,1081,0.5,ERR414332
medium,,,787,787,0.5,ERR414332
Alistipes,0.024692849766665758,0.022526624467054834,2650,1613,0.4,ERR414332
Anaerostipes,0.006813783830436718,0.006216032213876941,2034,1491,0.4,ERR414332
Bacteroides,0.3715067749200264,0.3389156652448725,3307,1887,0.4,ERR414332
Blautia,0.016208427085951594,0.014786513246570633,3108,1818,0.4,ERR414332
Citrobacter,0.0020432266446202907,0.001863980916901254,2822,1886,0.4,ERR414332
Clostridium,0.0024203569615167584,0.0022080267715071504,3532,2001,0.4,ERR414332
Collinsella,0.0017690601722726443,0.001613866216984262,2629,1587,0.4,ERR414332
Coprococcus,0.048389675754740125,0.044144603158622064,2188,1591,0.4,ERR414332
Eubacterium,0.22605802921144838,0.2062266761374104,2482,1761,0.4,ERR414332
Faecalibacterium,0.08263948824950361,0.07538978836083586,1986,1472,0.4,ERR414332
Flavonifractor,0.0020436304244028348,0.00613290305220924,1207,1105,0.4,ERR414332
Lachnoclostridium,0.007636989862099109,0.006967020993645839,3174,1970,0.4,ERR414332
Odoribacter,0.03310459208652193,0.03020043134403857,2526,1594,0.4,ERR414332
Parabacteroides,0.12038290436778686,0.10982209443419849,2870,1747,0.4,ERR414332
Prevotella,0.02719981749153829,0.0248136638739906,2861,1722,0.4,ERR414332
Roseburia,0.01618490691361838,0.014765056424306006,2357,1567,0.4,ERR414332
Ruminococcus,0.009474086927730486,0.008642955366681885,2983,1793,0.4,ERR414332
Sutterella,0.0014313993291198914,0.001305827323750251,1233,1081,0.4,ERR414332
